img_url,caption
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Writing_desk.jpg/220px-Writing_desk.jpg,A writing desk in a home
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Yokeback_armchair_and_painting_table%2C_Ming_dynasty%2C_Metropolitan_Museum_of_Art.jpg/220px-Yokeback_armchair_and_painting_table%2C_Ming_dynasty%2C_Metropolitan_Museum_of_Art.jpg,Chinese editing desk of the 12th century
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Desk333.JPG/220px-Desk333.JPG,"An office desk in a cubicle, which shows the sharing of space between computer components and paper documents."
https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/SchoolDeskBenchWebsterNewYork.jpg/220px-SchoolDeskBenchWebsterNewYork.jpg,"School desk manufactured by the American S.F. Company of Buffalo, New York in about 1900"
https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Student_Desk.jpg/220px-Student_Desk.jpg,Student desk and chair commonly used in high schools and universities.
https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Schreibtisch.2.JPG/220px-Schreibtisch.2.JPG,A desk in an office.
https://upload.wikimedia.org/wikipedia/en/thumb/1/1e/Doria_Pamphilj_Court_yard.JPG/220px-Doria_Pamphilj_Court_yard.JPG,"The courtyard. The first floor shuttered windows correspond to a four sided gallery, housing the collection's main paintings."
https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Palazzo_doria_pamphili%2C_sala_del_pussino.jpg/220px-Palazzo_doria_pamphili%2C_sala_del_pussino.jpg,Interior
https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Enceladus_from_Voyager.jpg/220px-Enceladus_from_Voyager.jpg,<i>Voyager 2</i> view of Enceladus in 1981: Samarkand Sulci vertical grooves (lower center); Ali Baba and Aladdin craters (upper left)
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Enceladus_orbit_2.jpg/220px-Enceladus_orbit_2.jpg,View of Enceladus's orbit (highlighted in red) from above Saturn's north pole
https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/PIA19061-SaturnMoonEnceladus-CurtainNotDiscrete-Eruptions-20150506.jpg/600px-PIA19061-SaturnMoonEnceladus-CurtainNotDiscrete-Eruptions-20150506.jpg,"<center>Eruptions on Enceladus look like ""discrete"" jets, but may be ""curtain"" eruptions instead<br/>([1] video animation)</center>"
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Enceladusstripes_cassini.jpg/220px-Enceladusstripes_cassini.jpg,"South polar vantage of Enceladus's anti-Saturn hemisphere, using a false color scheme in which fractured areas show up as blue"
https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/PIA18362-SaturnMoonEnceladus-Plains-20160114.jpg/150px-PIA18362-SaturnMoonEnceladus-Plains-20160114.jpg,Enceladus – tilted terminator – north is up
https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Enceladus_PIA06191.jpg/200px-Enceladus_PIA06191.jpg,"View of Enceladus's Europa-like surface with the Labtayt Sulci fractures at center and the Ebony and Cufa dorsa at lower left, imaged by <i>Cassini</i> on February 17, 2005"
https://upload.wikimedia.org/wikipedia/en/thumb/2/2a/Enceladus_ultra_closeup.jpg/200px-Enceladus_ultra_closeup.jpg,Close-up of south pole terrain
https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/PIA18366-SaturnMoon-Enceladus-Yshaped-20160215.jpg/200px-PIA18366-SaturnMoon-Enceladus-Yshaped-20160215.jpg,"Y-shaped discontinuities, imaged February 15, 2016"
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Enceladus_Roll.jpg/200px-Enceladus_Roll.jpg,A model of the interior of Enceladus: silicate core (brown); water-ice-rich mantle (white); a proposed diapir under the south pole (noted in the mantle (yellow) and core (red))
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/PIA19058-SaturnMoon-Enceladus-PossibleHydrothermalActivity-ArtistConcept-20150311.jpg/250px-PIA19058-SaturnMoon-Enceladus-PossibleHydrothermalActivity-ArtistConcept-20150311.jpg,Artist's impression of possible hydrothermal activity on Enceladus's ocean floor
https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/PIA19656-SaturnMoon-Enceladus-Ocean-ArtConcept-20150915.jpg/300px-PIA19656-SaturnMoon-Enceladus-Ocean-ArtConcept-20150915.jpg,Artist's impression of a global subsurface ocean of liquid water (updated and better scaled version)
https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Enceladus_Cold_Geyser_Model.svg/200px-Enceladus_Cold_Geyser_Model.svg.png,One possible scheme for Enceladus's cryovolcanism
https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Enceladus_plume_molecules.jpg/250px-Enceladus_plume_molecules.jpg,Chemical composition of Enceladus's plumes
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/PIA19059-SaturnMoon-Enceladus-OceanMethane-20150311.png/250px-PIA19059-SaturnMoon-Enceladus-OceanMethane-20150311.png,Possible origins of methane found in plumes
https://upload.wikimedia.org/wikipedia/commons/thumb/f/fe/Jet_Spots_in_Tiger_Stripes_PIA10361.jpg/200px-Jet_Spots_in_Tiger_Stripes_PIA10361.jpg,"Heat map of the south polar fractures, dubbed 'tiger stripes'"
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/PIA19058-SaturnMoon-Enceladus-PossibleHydrothermalActivity-ArtistConcept-20150311.jpg/220px-PIA19058-SaturnMoon-Enceladus-PossibleHydrothermalActivity-ArtistConcept-20150311.jpg,An artist's concept of possible hydrothermal activity on Enceladus.
https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Cassini-huygens_anim.gif/200px-Cassini-huygens_anim.gif,Animated 3D model of the <i>Cassini–Huygens</i> spacecraft
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Huerta_de_San_Vicente.jpg/220px-Huerta_de_San_Vicente.jpg,"Huerta de San Vicente, summer home of Lorca's family in Granada, Spain, now a museum"
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Postal_de_Federico_a_Antonio_de_Luna.jpg/220px-Postal_de_Federico_a_Antonio_de_Luna.jpg,"Postcard from Lorca and Dalí to Antonio de Luna, signed ""Federico."" ""Dear Antonito: In the midst of a delicious ambience of sea, phonographs and cubist paintings I greet you and I hug you. Dalí and I are preparing something that will be 'moll bé.' Something 'moll bonic.' Without realizing it, I have deposited myself in the Catalan. Goodbye Antonio. Say hello to your father.  And salute yourself with my finest unalterable friendship. You've seen what they've done with Paquito! (Silence)""  Above, penned by Dalí: ""Greetings from Salvador Dalí"""
https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Lorca_CloseUp.jpg/170px-Lorca_CloseUp.jpg,"Statue of Lorca in the Plaza de Santa Ana, Madrid"
https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Federicogarcialorca1.jpg/220px-Federicogarcialorca1.jpg,"Bust of Federico García Lorca in Santoña, Cantabria"
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Lorca_Olive_Tree.jpg/170px-Lorca_Olive_Tree.jpg,The site of the excavation as it was in 1999
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Federico_Garcia_Lorca_-_De_profundis_-_Langebrug%2C_Leiden.JPG/220px-Federico_Garcia_Lorca_-_De_profundis_-_Langebrug%2C_Leiden.JPG,"The poem <i>De profundis</i> in Leiden, Netherlands, the last of a set of 101 Wall poems in Leiden to be painted."
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Malta_Delimara_three.jpg/200px-Malta_Delimara_three.jpg,Fort Delimara from Marsaxlokk Bay
https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Malta_Delimara_four.jpg/200px-Malta_Delimara_four.jpg,Gatehouse.
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Malta_Delemara_two.jpg/200px-Malta_Delemara_two.jpg,"Counterscarp battery, looking east down the north ditch."
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Malta_Delimara_one.jpg/200px-Malta_Delimara_one.jpg,"The south ditch looking west, Benghisa point and Fort Benghisa in the far distance across Marsaxlokk Bay"
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Malta_Delimara_six.jpg/200px-Malta_Delimara_six.jpg,"The south paired casemate, and the seaward termination of the south ditch."
https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Malta_Delimara_five.jpg/200px-Malta_Delimara_five.jpg,The east ditch looking south.
https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Meters_Wikepedia.jpg/240px-Meters_Wikepedia.jpg,"The rhythm section of a funk band—the electric bass, drums, electric guitar and keyboards--are the heartbeat of the funk sound. Pictured here is the Meters."
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Funk.tiff/lossy-page1-400px-Funk.tiff.jpg,"Simple kick and snare funk motif. The kick first sounds two onbeats, which are then answered by two offbeats. The snare sounds the backbeat."
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Thirteenth_chord_collapsed.png/220px-Thirteenth_chord_collapsed.png,"A thirteenth chord (E 13, which also contains a flat 7th and a 9th). <span class=""unicode haudio""><span class=""fn""><span style=""white-space:nowrap;margin-right:.25em;""><img alt=""About this sound"" data-file-height=""20"" data-file-width=""20"" decoding=""async"" height=""11"" src=""https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Loudspeaker.svg/11px-Loudspeaker.svg.png"" srcset width=""11""/></span>Play</span> <small class=""metadata audiolinkinfo"" style=""cursor:help;"">(<span style=""cursor:help;"">help</span>·<span style=""cursor:help;"">info</span>)</small></span>"
https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/JamesBrown.jpg/220px-JamesBrown.jpg,"James Brown, a progenitor of funk music"
https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/George_Clinton_2006.jpg/250px-George_Clinton_2006.jpg,George Clinton and Parliament Funkadelic in 2006
https://upload.wikimedia.org/wikipedia/en/thumb/2/24/Stone3.jpg/220px-Stone3.jpg,"The Original Family Stone live, 2006. Jerry Martini, Rose Stone, and Cynthia Robinson"
https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Prince_by_jimieye.jpg/170px-Prince_by_jimieye.jpg,"Prince was an influential multi-instrumentalist, bandleader, singer and songwriter."
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Chaka_Khan_in_Chris_March_01.jpg/170px-Chaka_Khan_in_Chris_March_01.jpg,"Chaka Khan (born 1953) has been called the ""Queen of Funk."""
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Talking_Heads_band1.jpg/250px-Talking_Heads_band1.jpg,Talking Heads combined funk with elements of post-punk and art rock.
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Gold-130327.jpg/220px-Gold-130327.jpg,"Gold in quartz, from one of the old Grass Valley mines"
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/DelOro.jpg/180px-DelOro.jpg,The iconic spire of the Del Oro Theatre
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Grass_Valley%2C_Main_Street.jpg/220px-Grass_Valley%2C_Main_Street.jpg,Shops on Main Street
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Grass_Valley_High_School_girls_basketball_team%2C_1918.jpg/220px-Grass_Valley_High_School_girls_basketball_team%2C_1918.jpg,"Grass Valley High School girls' basketball team, 1918"
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/GrassValley_CARoyceLibarary.JPG/220px-GrassValley_CARoyceLibarary.JPG,"The public library, named for Josiah Royce"
https://upload.wikimedia.org/wikipedia/en/thumb/6/61/GrassValleyCARoyceLibrarySign.JPG/220px-GrassValleyCARoyceLibrarySign.JPG,The inscription to Royce at the library
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Impatiens_glandulifera.ogv/220px--Impatiens_glandulifera.ogv.jpg,Himalayan balsam (<i>I. glandulifera</i>) scattering its seeds
https://upload.wikimedia.org/wikipedia/commons/thumb/5/51/Impatiens_zombensis.JPG/220px-Impatiens_zombensis.JPG,<i>Impatiens zombensis</i>
https://upload.wikimedia.org/wikipedia/commons/thumb/d/dd/Erlenbach_TS_Springkraut.jpg/220px-Erlenbach_TS_Springkraut.jpg,Himalayan balsam (<i>I. glandulifera</i>) invading habitat along a creek in Hesse
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c9/Alpha-Parinaric_acid.png/220px-Alpha-Parinaric_acid.png,α-Parinaric acid
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Double_impatiens.jpg/220px-Double_impatiens.jpg,Double-flowered impatiens cultivar
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Impatiens.niamniamensis.7082.jpg/220px-Impatiens.niamniamensis.7082.jpg,Congo cockatoo (<i>I. niamniamensis</i>)
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Impatiens_walleriana_-_flower_view_02.jpg/220px-Impatiens_walleriana_-_flower_view_02.jpg,<i>Impatiens walleriana</i>
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Impatiens_balfourii95905799.jpg/220px-Impatiens_balfourii95905799.jpg,Kashmir balsam (<i>Impatiens balfourii</i>)
https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Impatiens_pseudoviola_flores_et_folia.jpg/220px-Impatiens_pseudoviola_flores_et_folia.jpg,<i>Impatiens pseudoviola</i>
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Rosulata.JPG/220px-Rosulata.JPG,<i>Impatiens rosulata</i>
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Impatiens_paucidentata_%28BG_Zurich%29-01.JPG/220px-Impatiens_paucidentata_%28BG_Zurich%29-01.JPG,<i>Impatiens paucidentata</i>
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Impatiens_tinctoria1b.UME.jpg/220px-Impatiens_tinctoria1b.UME.jpg,<i>Impatiens tinctoria</i>
https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Impatiens_marianae%2C_Jard%C3%ADn_Bot%C3%A1nico_de_M%C3%BAnich%2C_Alemania%2C_2013-01-27%2C_DD_01.JPG/220px-Impatiens_marianae%2C_Jard%C3%ADn_Bot%C3%A1nico_de_M%C3%BAnich%2C_Alemania%2C_2013-01-27%2C_DD_01.JPG,<i>Impatiens marianae</i>
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Davidraju_IMG_4575.jpg/220px-Davidraju_IMG_4575.jpg,<i>Impatiens munronii</i> in Western Ghats
https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Michael_Noonan_%28crop%29.jpg/200px-Michael_Noonan_%28crop%29.jpg,"Former Irish Finance Minister Michael Noonan (2011–2017), told an Irish MEP to ""put on the green jersey"" when told of a new Irish tax avoidance scheme replacing the ""double Irish"" BEPS scheme."
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/P027634000101-313948.jpg/180px-P027634000101-313948.jpg,"Pierre Moscovici, EU Tax Commissioner said on the 24 January 2017, the EU <i>did not consider Ireland a tax haven</i>, but on 18 January 2018 that Ireland was a <i>tax blackhole</i>."
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/EUROSTAT_Ireland_Gross_Operating_Surplus_by_Controlling_Country%2C_%E2%82%ACmillion_2015.png/220px-EUROSTAT_Ireland_Gross_Operating_Surplus_by_Controlling_Country%2C_%E2%82%ACmillion_2015.png,"<b>Dominance of U.S. companies</b>:  Irish corporate <i>Gross Operating Surplus</i> (i.e. profits), by the controlling country of the company (note: a material part of the Irish figure is also from U.S. tax inversions who are U.S.–controlled). Eurostat (2015)."
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Ireland_Trade_Good_Discrepancy_%281995-2017%29.png/220px-Ireland_Trade_Good_Discrepancy_%281995-2017%29.png,"Apple's Q1 2015 Irish restructuring (leprechaun economics), is the largest BEPS action in history, and led to the replacement of GDP by GNI*.<br/>Brad Setser &amp; Cole Frank (CoFR),"
https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Pre-Tax_Profits_of_U.S._foreign_subsidiaries_%282015_BEA_Data%29.jpg/350px-Pre-Tax_Profits_of_U.S._foreign_subsidiaries_%282015_BEA_Data%29.jpg,Profitability of U.S. subsidiaries (2015 BEA data).
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Where_do_U.S._multinationals_book_their_profits_%282016_BEA%29.png/350px-Where_do_U.S._multinationals_book_their_profits_%282016_BEA%29.png,U.S. multinationals book over half of their non–U.S. profits in tax havens by using BEPS tools (2016 BEA).
https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Enda_Kenny_Feargal_O%27Rourke_Taken_at_IBEC_2014_Conference_Flickr.jpg/260px-Enda_Kenny_Feargal_O%27Rourke_Taken_at_IBEC_2014_Conference_Flickr.jpg,"Irish Taoiseach Enda Kenny (l) PwC (Ireland) Managing Partner Feargal O'Rourke (r), architect of the double Irish BEPS tool."
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/THE_CENTRAL_BANK_OF_IRELAND_%28NEW_HEADQUARTER_BUILDING_ON_NORTH_WALL_QUAY%29-_ALONG_BOTANIC_AVENUE_%28JANUARY_2018%29-135337_%2839605114602%29.jpg/260px-THE_CENTRAL_BANK_OF_IRELAND_%28NEW_HEADQUARTER_BUILDING_ON_NORTH_WALL_QUAY%29-_ALONG_BOTANIC_AVENUE_%28JANUARY_2018%29-135337_%2839605114602%29.jpg,"Central Bank of Ireland (""CBI"") regulates QIAIFs.  When Irish public tax scandals concerning the Section 110 SPV, also regulated by the CBI, emerged in 2016, the CBI upgraded the little–used LQIAIF, to give the same benefits as Section 110 SPVs, but with confidentiality and tax secrecy."
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/EU_State_Aid_Case_Ireland_Apple.jpg/220px-EU_State_Aid_Case_Ireland_Apple.jpg,"EU Commission's outline of Apple's hybrid–double Irish BEPS tax structure in Ireland, that used <i>two branches inside a single company</i> based on private rulings from the Irish Revenue Commissioners in 1991 and 2007."
https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Conversation_with_Margrethe_Vestager%2C_European_Commissioner_for_Competition_%2817222242662%29.jpg/220px-Conversation_with_Margrethe_Vestager%2C_European_Commissioner_for_Competition_%2817222242662%29.jpg,<b>Margrethe Vestager</b> European Commissioner for Competition who led case SA:38373 on illegal State aid to Apple in Ireland (2004–2014).
https://upload.wikimedia.org/wikipedia/commons/d/d2/Pascal_Saint-Amans_C-SPAN.jpg,"Pascal Saint-Amans, OECD Director for Tax Policy and Administration, testifying to a U.S. Senate Finance Committee (July 2014). On the 23 July 2013, Saint-Amans told an Irish Oireachtas Finance Committee that: <i>Ireland does not meet any of the organisation’s criteria to be defined as a tax haven.</i> By 2017, only Trinidad &amp; Tobago was on the OECD's list of tax havens."
https://upload.wikimedia.org/wikipedia/commons/b/b0/James_R._Hines_Jr._C-SPAN.jpg,"James R. Hines Jr. testifying to the Senate Finance Committee on Corporate Taxation in 2016.  Hines is the most cited academic on research into tax havens; and his 1994 Hines–Rice paper, the most cited paper in all tax haven research, was relied upon by the Council of Economic Advisors in October 2017 when advocating the corporate tax cuts proposed by the Tax Cuts and Jobs Act."
https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Long_Room_Interior%2C_Trinity_College_Dublin%2C_Ireland_-_Diliff.jpg/220px-Long_Room_Interior%2C_Trinity_College_Dublin%2C_Ireland_-_Diliff.jpg,"Long Room, Trinity College Dublin (""TCD"").  In 2018, TCD lost its place as Ireland's only university in the world's top 100 ranking, falling to 104, but by 2019 had fallen to 120."
https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Belfield_Arts_Block_1445w.jpg/220px-Belfield_Arts_Block_1445w.jpg,"Arts Block, University College Dublin (""UCD""). In 2018, UCD was Ireland's second-ranked university at 193 in the world ranking list, but in 2019 fell to the 201–250 group."
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/EUROSTAT_Ireland_Gross_Operating_Surplus_by_Controlling_Country%2C_%E2%82%ACmillion_2015.png/300px-EUROSTAT_Ireland_Gross_Operating_Surplus_by_Controlling_Country%2C_%E2%82%ACmillion_2015.png,<b>Only U.S. multinationals use Ireland</b>: Irish corporate gross operating surplus by the controlling country of the company (note: a material part of the Irish figure are from U.S. tax inversions who are also U.S.–controlled companies). Eurostat (2015)
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Where_do_U.S._multinationals_book_their_profits_%282016_BEA%29.png/350px-Where_do_U.S._multinationals_book_their_profits_%282016_BEA%29.png,U.S. multinationals book over half of their non–U.S. profits in tax havens by using BEPS tools (2016 BEA).
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Halmidi_OldKannada_inscription.JPG/170px-Halmidi_OldKannada_inscription.JPG,"The Halmidi inscription at Halmidi village, in old-Kannada, is usually dated to AD 450 (Kadamba Dynasty)"
https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/6th_century_Kannada_inscription_in_cave_temple_number_3_at_Badami.jpg/220px-6th_century_Kannada_inscription_in_cave_temple_number_3_at_Badami.jpg,"Old-Kannada inscription dated AD 578 (Badami Chalukya dynasty), outside Badami cave no.3"
https://upload.wikimedia.org/wikipedia/commons/thumb/c/cb/TalakadInscription.jpg/170px-TalakadInscription.jpg,"Old-Kannada inscription of c. AD 726, discovered in Talakad, from the rule of King Shivamara I or Sripurusha (Western Ganga Dynasty)"
https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Old_Kannada_inscription_from_the_Rashtrakuta_period_%289th_century%29_at_the_Durga_Devi_temple_in_Virupaksha_temple_complex_at_Hampi.jpg/170px-Old_Kannada_inscription_from_the_Rashtrakuta_period_%289th_century%29_at_the_Durga_Devi_temple_in_Virupaksha_temple_complex_at_Hampi.jpg,"Old-Kannada inscription of the 9th century (Rashtrakuta Dynasty) at Durga Devi temple in Hampi, Karnataka"
https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Atakur_memorial_stone_with_inscription_in_old_Kannada_%28949_C.E.%29.jpg/170px-Atakur_memorial_stone_with_inscription_in_old_Kannada_%28949_C.E.%29.jpg,"The famous Atakur inscription (AD 949) from Mandya district, a classical Kannada composition in two parts; a fight between a hound and a wild boar, and the victory of the Rashtrakutas over the Chola dynasty in the famous battle of Takkolam"
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Old_Kannada_inscription_%28c.1057%29_in_Kalleshvara_temple_at_Hire_Hadagali.jpg/170px-Old_Kannada_inscription_%28c.1057%29_in_Kalleshvara_temple_at_Hire_Hadagali.jpg,"Old Kannada inscription dated AD 1057 of Western Chalukya King Someshvara I at Kalleshwara Temple, Hire Hadagali in Bellary district"
https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Old_Kannada_inscription_%281112_CE%29_of_King_Vikramaditya_VI_in_the_Mahadeva_temple_at_Itagi.jpg/170px-Old_Kannada_inscription_%281112_CE%29_of_King_Vikramaditya_VI_in_the_Mahadeva_temple_at_Itagi.jpg,"Old-Kannada inscription ascribed to King Vikramaditya VI (Western Chalukya Empire), dated AD 1112, at the Mahadeva Temple in Itagi, Koppal district of Karnataka state"
https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Old-Kannada_inscription_at_Arasikere_Ishwara_temple.jpg/220px-Old-Kannada_inscription_at_Arasikere_Ishwara_temple.jpg,Old-Kannada inscription of AD 1220 (Hoysala Empire) at Ishwara temple of Arasikere town in the Hassan district
https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Kannada_inscription_%281509_AD%29_of_Krishnadeva_Raya_at_entrance_to_mantapa_of_Virupaksha_temple_in_Hampi.JPG/170px-Kannada_inscription_%281509_AD%29_of_Krishnadeva_Raya_at_entrance_to_mantapa_of_Virupaksha_temple_in_Hampi.JPG,"Kannada inscription dated 1509, of King Krishnadevaraya (Vijayanagara Empire), at the Virupaksha temple in Hampi describes his coronation"
https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Kannada_inscription_%2817th_century%29_at_Gaurishvara_temple_at_Yelandur_1.jpg/170px-Kannada_inscription_%2817th_century%29_at_Gaurishvara_temple_at_Yelandur_1.jpg,"Kannada inscription dated 1654, at Yelandur with exquisite relief"
//upload.wikimedia.org/wikipedia/commons/transcoded/2/24/Deepadadi_25.ogg/Deepadadi_25.ogg.mp3,Spoken Kannada
https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Cornell_commencement_2008.jpg/300px-Cornell_commencement_2008.jpg,Cornell's 2008 commencement ceremony at Schoellkopf Field
https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/Steven_weinberg_2010.jpg/160px-Steven_weinberg_2010.jpg,Steven Weinberg
https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Toni_Morrison_2008-2.jpg/160px-Toni_Morrison_2008-2.jpg,Toni Morrison
https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/PresidentMenocal-Cuba.jpg/160px-PresidentMenocal-Cuba.jpg,Mario García Menocal
https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Lee_Teng-hui_2004-cropped.jpg/160px-Lee_Teng-hui_2004-cropped.jpg,Lee Teng-Hui
https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Ruth_Bader_Ginsburg_official_SCOTUS_portrait.jpg/160px-Ruth_Bader_Ginsburg_official_SCOTUS_portrait.jpg,Ruth Bader Ginsburg
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Janet_Reno-us-Portrait.jpg/160px-Janet_Reno-us-Portrait.jpg,Janet Reno
https://upload.wikimedia.org/wikipedia/commons/thumb/b/b0/Paul_Wolfowitz.jpg/160px-Paul_Wolfowitz.jpg,Paul Wolfowitz
https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Senator_Joseph_B._Foraker.png/160px-Senator_Joseph_B._Foraker.png,Joseph B. Foraker
https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Gabrielle_Giffords_official_portrait.jpg/160px-Gabrielle_Giffords_official_portrait.jpg,Gabrielle Giffords
https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Alan_Keyes.jpg/160px-Alan_Keyes.jpg,Alan Keyes
https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Ginsburg-Douglas.jpg/160px-Ginsburg-Douglas.jpg,Douglas H. Ginsburg
https://upload.wikimedia.org/wikipedia/commons/c/cb/FlorenceKelley.jpg,Florence Kelley
https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/1st_Marine_Division_commemorates_the_97th_anniversary_of_the_battle_of_Belleau_Wood_150531-M-JE159-034.jpg/220px-1st_Marine_Division_commemorates_the_97th_anniversary_of_the_battle_of_Belleau_Wood_150531-M-JE159-034.jpg,Major General John Paxton Jr.
https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/Willis_Carrier_1915.jpg/160px-Willis_Carrier_1915.jpg,Willis Carrier
https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Sanford_Weill_2_Shankbone_Metropolitan_Opera_2009.jpg/160px-Sanford_Weill_2_Shankbone_Metropolitan_Opera_2009.jpg,Sanford Weill
https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Dave_Duffield_addressing_Peoplesoft%2C_2005.jpg/160px-Dave_Duffield_addressing_Peoplesoft%2C_2005.jpg,David Duffield
https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/Ratan_Tata_photo.jpg/160px-Ratan_Tata_photo.jpg,Ratan Tata
https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Alan_Krueger_official_portrait.jpg/160px-Alan_Krueger_official_portrait.jpg,Alan B. Krueger
https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/John_Mearsheimer.jpg/160px-John_Mearsheimer.jpg,John Mearsheimer
